uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF,source_file
8b4bf002-5229-40b4-a2e6-959f5417edb2,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,logistical,,2023-04-24T16:00Z,HARV.2023.17,,,,,,,,,,NEON.DOC.014045vL,0000-0002-5964-2409,Temporary resources not onboarded as planned,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T160740Z.csv
845fa94a-af91-4cbd-83ee-e42bb4787d69,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,logistical,,2023-04-24T16:00Z,HARV.2023.17,,,,,,,,,,NEON.DOC.014045vL,0000-0002-5964-2409,Temporary resources not onboarded as planned,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T160740Z.csv
f830c4e5-3b44-468e-a668-4e167e6ab546,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,logistical,,2023-04-24T16:00Z,HARV.2023.17,,,,,,,,,,NEON.DOC.014045vL,0000-0002-5964-2409,Temporary resources not onboarded as planned,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T160740Z.csv
e62ab950-e88c-46c0-b9a9-61805c4c43d4,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,logistical,,2023-04-24T16:00Z,HARV.2023.17,,,,,,,,,,NEON.DOC.014045vL,0000-0002-5964-2409,Temporary resources not onboarded as planned,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T160740Z.csv
b5b99cfa-2c60-4d8b-954c-6e2a5ff1dccf,SERC_001.tickPlot.tck,D02,SERC,SERC_001,distributed,deciduousForest,38.868184,-76.535301,WGS84,20.2,2.5,0.2,logistical,,2020-05-18T16:00Z,SERC.2020.21,,,,,,,,,,NEON.DOC.014045vK,0000-0002-0927-4409,COVID19,,NEON.D02.SERC.DP1.10093.001.tck_fielddata.2020-05.basic.20260107T161805Z.csv
734c48fa-f99e-4161-b5e5-cf672a9a1d88,SERC_005.tickPlot.tck,D02,SERC,SERC_005,distributed,deciduousForest,38.894058,-76.546297,WGS84,20.2,4.9,0.2,logistical,,2020-05-18T16:00Z,SERC.2020.21,,,,,,,,,,NEON.DOC.014045vK,0000-0002-0927-4409,COVID19,,NEON.D02.SERC.DP1.10093.001.tck_fielddata.2020-05.basic.20260107T161805Z.csv
a39c8580-8ac9-4483-9d41-e93eb72d9e75,SERC_002.tickPlot.tck,D02,SERC,SERC_002,distributed,deciduousForest,38.896257,-76.55818,WGS84,20.1,17.3,0.1,logistical,,2020-05-18T16:00Z,SERC.2020.21,,,,,,,,,,NEON.DOC.014045vK,0000-0002-0927-4409,COVID19,,NEON.D02.SERC.DP1.10093.001.tck_fielddata.2020-05.basic.20260107T161805Z.csv
32f051a6-b527-4cd6-b618-4c2c683085dc,SERC_023.tickPlot.tck,D02,SERC,SERC_023,distributed,cultivatedCrops,38.873978,-76.535923,WGS84,20.1,6.9,0.1,logistical,,2020-05-18T16:00Z,SERC.2020.21,,,,,,,,,,NEON.DOC.014045vK,0000-0002-0927-4409,COVID19,,NEON.D02.SERC.DP1.10093.001.tck_fielddata.2020-05.basic.20260107T161805Z.csv
3b2664fc-eb4d-4c8f-9eb0-4d399e64a159,SERC_012.tickPlot.tck,D02,SERC,SERC_012,distributed,deciduousForest,38.880016,-76.561641,WGS84,20.1,19.3,0.1,logistical,,2020-05-18T16:00Z,SERC.2020.21,,,,,,,,,,NEON.DOC.014045vK,0000-0002-0927-4409,COVID19,,NEON.D02.SERC.DP1.10093.001.tck_fielddata.2020-05.basic.20260107T161805Z.csv
a102561c-2e33-4261-81fe-512f4a620ec1,SERC_006.tickPlot.tck,D02,SERC,SERC_006,distributed,deciduousForest,38.880025,-76.548383,WGS84,20.3,3.0,0.5,logistical,,2020-05-18T16:00Z,SERC.2020.21,,,,,,,,,,NEON.DOC.014045vK,0000-0002-0927-4409,COVID19,,NEON.D02.SERC.DP1.10093.001.tck_fielddata.2020-05.basic.20260107T161805Z.csv
76c9ee1d-71f1-4270-89bc-5da5b43ec0c7,HARV_022.tickPlot.tck,D01,HARV,HARV_022,distributed,evergreenForest,42.435458,-72.199287,WGS84,20.2,185.9,0.5,,,2018-05-14T15:20Z,HARV.2018.20,HARV_022.20180514,D00000006862,drag and flag,160.0,Y,1.0,3.0,1.0,No known compromise,NEON.DOC.014045vJ,hbartholomaus@battelleecology.org,,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161645Z.csv
251e8812-45c4-4946-b066-3519429988bb,HARV_006.tickPlot.tck,D01,HARV,HARV_006,distributed,deciduousForest,42.401928,-72.2527,WGS84,20.3,190.8,0.5,,,2018-05-14T16:55Z,HARV.2018.20,HARV_006.20180514,D00000006873,drag and flag,160.0,Y,2.0,0.0,0.0,No known compromise,NEON.DOC.014045vJ,jmckenna@battelleecology.org,,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161645Z.csv
beae3ddd-1f52-415f-9928-8233f3496df6,HARV_026.tickPlot.tck,D01,HARV,HARV_026,distributed,evergreenForest,42.412057,-72.246527,WGS84,20.2,187.3,0.4,,,2018-05-14T17:44Z,HARV.2018.20,HARV_026.20180514,D00000006864,drag and flag,170.0,Y,2.0,0.0,0.0,No known compromise,NEON.DOC.014045vJ,jmckenna@battelleecology.org,,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161645Z.csv
f0ef04b4-d19f-4912-92ab-51c6feb424c4,HARV_001.tickPlot.tck,D01,HARV,HARV_001,distributed,deciduousForest,42.424217,-72.260096,WGS84,20.1,202.1,0.2,,,2018-05-14T18:39Z,HARV.2018.20,HARV_001.20180514,D00000006863,drag and flag,165.0,Y,1.0,0.0,0.0,No known compromise,NEON.DOC.014045vJ,hbartholomaus@battelleecology.org,,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161645Z.csv
384a2ccf-7941-4760-b81a-53d39d7504b7,HARV_004.tickPlot.tck,D01,HARV,HARV_004,distributed,mixedForest,42.426877,-72.227953,WGS84,20.4,182.6,0.9,,,2018-05-15T15:14Z,HARV.2018.20,HARV_004.20180515,D00000006866,drag and flag,160.0,Y,3.0,0.0,0.0,No known compromise,NEON.DOC.014045vJ,egullo@battelleecology.org,,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161645Z.csv
1701ceca-5f56-4472-9b11-9307ee5478b5,HARV_002.tickPlot.tck,D01,HARV,HARV_002,distributed,deciduousForest,42.477231,-72.259454,WGS84,20.2,187.7,0.3,,,2018-05-16T19:26Z,HARV.2018.20,HARV_002.20180516,D00000006859,drag and flag,160.0,Y,3.0,0.0,0.0,No known compromise,NEON.DOC.014045vJ,egullo@battelleecology.org,,,NEON.D01.HARV.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161645Z.csv
df4ecc04-697d-4447-8140-6700086bdf12,BLAN_008.tickPlot.tck,D02,BLAN,BLAN_008,distributed,pastureHay,39.083875,-77.966321,WGS84,20.1,159.2,0.1,,,2016-04-04T05:08Z,BLAN.2016.14,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,"Clay pigeons near post, SW needs replacement",,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
8e36a478-15d7-4626-b221-46eee84b92e3,BLAN_002.tickPlot.tck,D02,BLAN,BLAN_002,distributed,pastureHay,39.091474,-77.982149,WGS84,20.1,145.6,0.1,,,2016-04-04T14:30Z,BLAN.2016.14,,,drag,162.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
c20c3c1d-aed6-458c-9a19-921756d0d027,BLAN_005.tickPlot.tck,D02,BLAN,BLAN_005,distributed,deciduousForest,39.086224,-77.972736,WGS84,20.2,168.3,0.3,,,2016-04-04T15:24Z,BLAN.2016.14,,,drag,166.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
3d80cf1c-d6d9-4d3f-ada2-ac0606ae874d,BLAN_004.tickPlot.tck,D02,BLAN,BLAN_004,distributed,pastureHay,39.088416,-77.961331,WGS84,20.1,123.7,0.1,,,2016-04-04T16:24Z,BLAN.2016.14,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
5f6256ab-8b07-4a76-823f-cb7239c0cab6,BLAN_012.tickPlot.tck,D02,BLAN,BLAN_012,distributed,deciduousForest,39.082719,-77.95959,WGS84,20.2,134.9,0.2,,,2016-04-04T17:40Z,BLAN.2016.14,,,drag,172.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
5d9754bb-40c9-44f2-8fc7-70256d183e64,BLAN_015.tickPlot.tck,D02,BLAN,BLAN_015,distributed,deciduousForest,39.088729,-77.955492,WGS84,20.1,125.9,0.2,,,2016-04-06T15:10Z,BLAN.2016.14,,,drag,166.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,KGeiger@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
d61a2a75-9b83-4f18-87e5-0e0e3684d41a,BLAN_002.tickPlot.tck,D02,BLAN,BLAN_002,distributed,pastureHay,39.091474,-77.982149,WGS84,20.1,145.6,0.1,,,2016-04-25T13:35Z,BLAN.2016.17,BLAN_002.20160425,,drag,162.0,Y,0.0,1.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
08323d45-c47d-40b4-bc15-0ece797503bd,BLAN_008.tickPlot.tck,D02,BLAN,BLAN_008,distributed,pastureHay,39.083875,-77.966321,WGS84,20.1,159.2,0.1,,,2016-04-25T14:34Z,BLAN.2016.17,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
2378cf4d-5ea6-4ecc-b062-b08806ac833c,BLAN_004.tickPlot.tck,D02,BLAN,BLAN_004,distributed,pastureHay,39.088416,-77.961331,WGS84,20.1,123.7,0.1,,,2016-04-25T15:03Z,BLAN.2016.17,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
a3daa493-8ae7-4480-9207-1c5279a59713,BLAN_015.tickPlot.tck,D02,BLAN,BLAN_015,distributed,deciduousForest,39.088729,-77.955492,WGS84,20.1,125.9,0.2,,,2016-04-25T15:37Z,BLAN.2016.17,,,drag,161.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
e7b32c26-df82-420a-9748-c916bfcf3975,BLAN_012.tickPlot.tck,D02,BLAN,BLAN_012,distributed,deciduousForest,39.082719,-77.95959,WGS84,20.2,134.9,0.2,,,2016-04-25T16:55Z,BLAN.2016.17,BLAN_012.20160425,,drag,167.0,Y,1.0,1.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
ae614cb7-def3-4f67-9c89-bdb95d07e66b,BLAN_005.tickPlot.tck,D02,BLAN,BLAN_005,distributed,deciduousForest,39.086224,-77.972736,WGS84,20.2,168.3,0.3,,,2016-04-25T18:15Z,BLAN.2016.17,BLAN_005.20160425,,drag,165.0,Y,0.0,1.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T162708Z.csv
a3d7d9a7-4d14-4e91-9773-d91ba127651a,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2018-05-03T12:05Z,SCBI.2018.18,SCBI_002.20180503,A00000003286,drag,160.0,Y,0.0,2.0,0.0,No known compromise,NEON.DOC.014045vJ,elamb@battelleecology.org,Hot and hasn't rained in a while,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
759e4d8f-6f85-4251-b812-f14f905810d6,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,,,2018-05-03T12:50Z,SCBI.2018.18,SCBI_007.20180503,A00000003320,drag and flag,135.0,Y,1.0,3.0,0.0,No known compromise,NEON.DOC.014045vJ,sratcliffe@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
7efc8bfc-df28-47e7-af82-c8de4116ec04,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2018-05-03T13:10Z,SCBI.2018.18,SCBI_006.20180503,A00000003289,drag,160.0,Y,6.0,2.0,0.0,No known compromise,NEON.DOC.014045vJ,Lcard@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
4ee30952-39ac-4f87-9a28-0655265a1cf6,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,,,2018-05-03T14:05Z,SCBI.2018.18,,,drag and flag,135.0,N,0.0,0.0,0.0,,NEON.DOC.014045vJ,sratcliffe@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
ddaec477-8f1a-4dcc-adc5-875961b6853b,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2018-05-03T14:07Z,SCBI.2018.18,SCBI_013.20180503,A00000003285,drag,162.0,Y,3.0,0.0,0.0,No known compromise,NEON.DOC.014045vJ,Lcard@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
b97d45ed-39b3-4109-b247-6b08a6d5f2c1,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,,,2018-05-03T15:19Z,SCBI.2018.18,SCBI_039.20180503,A00000003288,drag and flag,143.0,Y,10.0,0.0,0.0,No known compromise,NEON.DOC.014045vJ,sratcliffe@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
d2fd2dae-b68b-4de3-b421-a7ce7c21c0c3,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,,,2018-05-29T14:51Z,SCBI.2018.22,SCBI_005.20180529,A00000003306,drag,114.0,Y,1.0,3.0,0.0,No known compromise,NEON.DOC.014045vJ,nroyston@battelleecology.org,A bit wet with the dew. Skipped last side due to moisture.,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
8e53ab17-ae79-4648-9b23-614e88b6f21e,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,,,2018-05-29T15:00Z,SCBI.2018.22,SCBI_007.20180529,A00000003270,drag,154.0,Y,1.0,17.0,0.0,No known compromise,NEON.DOC.014045vJ,elamb@battelleecology.org,Slightly damp,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
b913a6ae-6fc9-48bd-96dc-9e027624e46a,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2018-05-29T17:02Z,SCBI.2018.22,SCBI_002.20180529,A00000003269,drag,160.0,Y,1.0,11.0,0.0,No known compromise,NEON.DOC.014045vJ,elamb@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
0794d6ef-6126-4323-9c8a-fcdc9eac0f8f,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2018-05-29T18:13Z,SCBI.2018.22,SCBI_006.20180529,A00000003273,drag,160.0,Y,1.0,1.0,0.0,No known compromise,NEON.DOC.014045vJ,elamb@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
198cd83e-d127-497c-a53b-387837ac7d5b,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,,,2018-05-29T18:52Z,SCBI.2018.22,SCBI_039.20180529,A00000003305,drag,140.0,Y,2.0,4.0,0.0,No known compromise,NEON.DOC.014045vJ,jcrosier@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
baa0c8d6-0089-4d5c-b50f-25a2e834d6cb,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2018-05-29T19:41Z,SCBI.2018.22,SCBI_013.20180529,A00000003279,drag,166.0,Y,0.0,28.0,0.0,No known compromise,NEON.DOC.014045vJ,elamb@battelleecology.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2018-05.basic.20260107T161511Z.csv
f3f89c51-28c9-4c7b-bad2-eb5261bb8d5e,BLAN_015.tickPlot.tck,D02,BLAN,BLAN_015,distributed,deciduousForest,39.088729,-77.955492,WGS84,20.1,125.9,0.2,OK,OK - no known exceptions,2023-04-11T13:27Z,BLAN.2023.15,BLAN_015.20230411,A00000071848,drag,163.0,Y,,,,No known compromise,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T161047Z.csv
a7eccd6a-8269-4603-9b1e-bb08fae13aff,BLAN_012.tickPlot.tck,D02,BLAN,BLAN_012,distributed,deciduousForest,39.082719,-77.95959,WGS84,20.2,134.9,0.2,OK,OK - no known exceptions,2023-04-11T14:39Z,BLAN.2023.15,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T161047Z.csv
3276ef4a-3e0f-480d-9ea8-b54cdd7e38cb,BLAN_008.tickPlot.tck,D02,BLAN,BLAN_008,distributed,pastureHay,39.083875,-77.966321,WGS84,20.1,159.2,0.1,OK,OK - no known exceptions,2023-04-11T15:30Z,BLAN.2023.15,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T161047Z.csv
f2b04cda-96ee-44b3-9ba4-e645d24721d9,BLAN_005.tickPlot.tck,D02,BLAN,BLAN_005,distributed,deciduousForest,39.086224,-77.972736,WGS84,20.2,168.3,0.3,OK,OK - no known exceptions,2023-04-11T16:55Z,BLAN.2023.15,,,drag,161.0,N,,,,,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T161047Z.csv
3288d3c8-5c0a-4a52-a84f-7f14e5faf23a,BLAN_004.tickPlot.tck,D02,BLAN,BLAN_004,distributed,pastureHay,39.088416,-77.961331,WGS84,20.1,123.7,0.1,OK,OK - no known exceptions,2023-04-11T18:06Z,BLAN.2023.15,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T161047Z.csv
218e6ff8-037d-4d57-a2d6-0786faf2825b,BLAN_020.tickPlot.tck,D02,BLAN,BLAN_020,distributed,pastureHay,39.101651,-77.981855,WGS84,20.1,159.0,0.1,OK,OK - no known exceptions,2023-04-11T19:03Z,BLAN.2023.15,,,drag,170.0,N,,,,,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-04.basic.20260107T161047Z.csv
263fec0b-bce1-4d0f-aa0b-768cd6d1d39f,SCBI_008.tickPlot.tck,D02,SCBI,SCBI_008,distributed,deciduousForest,38.887797,-78.148905,WGS84,20.2,344.6,0.3,OK,OK - no known exceptions,2024-03-25T13:15Z,SCBI.2024.13,SCBI_008.20240325,A00000370861,drag,154.0,Y,,,,No known compromise,NEON.DOC.014045vL,0000-0003-1264-0403,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2024-03.basic.20260107T160742Z.csv
d1750cc8-3999-4df0-ac09-2d3750b625ff,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,OK,OK - no known exceptions,2024-03-25T15:03Z,SCBI.2024.13,,,drag,130.0,N,,,,,NEON.DOC.014045vL,0000-0003-1264-0403,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2024-03.basic.20260107T160742Z.csv
89b0cc53-cf3e-45d5-b466-4f7280427c2d,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,OK,OK - no known exceptions,2024-03-25T15:22Z,SCBI.2024.13,SCBI_006.20240325,A00000370857,drag,160.0,Y,,,,No known compromise,NEON.DOC.014045vL,0009-0002-3996-4459,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2024-03.basic.20260107T160742Z.csv
e7f71cd3-6a8f-402d-a4bf-4a36a8f14198,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,OK,OK - no known exceptions,2024-03-25T17:35Z,SCBI.2024.13,SCBI_002.20240325,A00000324353,drag,165.0,Y,,,,No known compromise,NEON.DOC.014045vL,0009-0008-0301-7234,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2024-03.basic.20260107T160742Z.csv
284ecb62-565f-496c-98fc-710f531d529d,SCBI_014.tickPlot.tck,D02,SCBI,SCBI_014,distributed,deciduousForest,38.86574,-78.16312,WGS84,20.4,361.9,0.5,OK,OK - no known exceptions,2024-03-25T17:45Z,SCBI.2024.13,,,drag,140.0,N,,,,,NEON.DOC.014045vL,0009-0002-3996-4459,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2024-03.basic.20260107T160742Z.csv
aa356282-ccfe-4a5b-b7bf-d274be2367f7,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,OK,OK - no known exceptions,2024-03-25T19:36Z,SCBI.2024.13,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0009-0002-3996-4459,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2024-03.basic.20260107T160742Z.csv
790c32d7-5b9c-4cde-8d7e-57e095c9c6e0,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2016-04-18T13:10Z,SCBI.2016.16,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T160703Z.csv
a3164326-1ba2-4a7c-8afb-9a1b9512c06b,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2016-04-18T14:25Z,SCBI.2016.16,SCBI_006.20160418,,drag,161.0,Y,1.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T160703Z.csv
074d6222-b19d-4806-a499-f5d21ad646c5,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,,,2016-04-18T15:10Z,SCBI.2016.16,,,drag,153.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T160703Z.csv
20d3ba83-ae92-44ec-a743-0dec17a13929,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,,,2016-04-18T16:42Z,SCBI.2016.16,SCBI_007.20160418,,drag and flag,145.0,Y,1.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T160703Z.csv
f7d0a17a-6a17-478b-9ba7-64f11135e7b3,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,,,2016-04-18T18:30Z,SCBI.2016.16,SCBI_005.20160418,,drag and flag,153.0,Y,3.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T160703Z.csv
a0dbcc82-1aa8-41e7-a9f2-80c49e709ad0,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2016-04-19T12:50Z,SCBI.2016.16,SCBI_013.20160419,,drag,162.0,Y,2.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,sspillman@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-04.basic.20260107T160703Z.csv
407a9449-90fc-4bd5-93a4-4dc4247c31e4,SERC_005.tickPlot.tck,D02,SERC,SERC_005,distributed,deciduousForest,38.894058,-76.546297,WGS84,20.2,4.9,0.2,,,2015-05-04T15:50Z,SERC.2015.18,SERC_005.20150504,,drag and flag,161.0,Y,3.0,1.0,,No known compromise,NEON.DOC.014045vF,charden@field-ops.org,,legacyData,NEON.D02.SERC.DP1.10093.001.tck_fielddata.2015-05.basic.20260107T161450Z.csv
